0 63079089 452048 906859 8791 0 0 10981 10720 64463146 222 5120 0 0 0 0 0 64468466 0 0 0 22 0 0 0 64468488
1 63078235 513634 811575 26675 0 0 8656 29713 64450940 17063 471 6 0 0 0 8 64468069 0 0 0 419 0 0 0 64468488
2 51051735 1854887 2084881 193879 0 0 18716 9264390 59540198 2207876 2138189 195454 0 0 0 386771 61505450 0 0 0 2963038 0 0 0 64468488
3 60509164 1598875 2010486 140768 0 0 56555 152640 64450217 17537 684 20 0 0 0 30 64467903 0 0 0 585 0 0 0 64468488
4 50534656 2151149 2311982 217357 0 0 27576 9225767 59551204 2205196 2128827 194889 0 0 0 388371 61529251 0 0 0 2939236 0 0 0 64468487
5 46193751 3303865 4077992 411704 0 0 108134 10373041 59069213 2412044 2336389 216874 0 0 0 433967 61287264 0 0 0 3181223 0 0 0 64468487
6 59243871 2177176 2582033 184579 0 0 78401 202426 64452665 15329 491 0 0 0 0 1 64468159 0 0 0 327 0 0 0 64468486
7 48914224 2769528 3383776 280549 0 0 71729 9048679 59748334 2118021 2049477 185454 0 0 0 367199 61632497 0 0 0 2835988 0 0 0 64468485
8 42658268 3640488 4417760 479151 0 0 118109 13154709 57553541 3064098 2975417 289845 0 0 0 585584 60445580 0 0 0 4022905 0 0 0 64468485
9 47601934 3509951 3897183 424991 0 0 109236 8925190 59845731 2080113 1998128 181790 0 0 0 362723 61723757 0 0 0 2744728 0 0 0 64468485
10 46243921 3744500 4500479 456948 0 0 135395 9387241 59641006 2168863 2085958 191634 0 0 0 381023 61605582 0 0 0 2862902 0 0 0 64468484
11 45225918 3937024 4983433 502626 0 0 161861 9657622 59544377 2204085 2134668 194977 0 0 0 390377 61561744 0 0 0 2906740 0 0 0 64468484
12 45517669 3835822 4679991 477706 0 0 144678 9812618 59434573 2260679 2175602 199585 0 0 0 398045 61463949 0 0 0 3004535 0 0 0 64468484
13 44821599 3939492 4819789 496279 0 0 151621 10239704 59215607 2362840 2261654 209755 0 0 0 418628 61323298 0 0 0 3145186 0 0 0 64468484
14 44190465 4040203 4961670 519067 0 0 159837 10597242 59028789 2443355 2340519 218727 0 0 0 437094 61206974 0 0 0 3261510 0 0 0 64468484
15 44487112 4111977 5086202 529700 0 0 169104 10084389 59305382 2329812 2213980 207036 0 0 0 412274 61398630 0 0 0 3069854 0 0 0 64468484
16 45498473 4065214 5145888 517454 0 0 176595 9064860 59869614 2075278 1984674 180420 0 0 0 358498 61741822 0 0 0 2726662 0 0 0 64468484
17 44300160 4080458 5172696 525063 0 0 172676 10217431 59229823 2363076 2248810 208676 0 0 0 418099 61353478 0 0 0 3115006 0 0 0 64468484
18 43367918 4174282 5291327 555476 0 0 178299 10901182 58874236 2520881 2398083 224440 0 0 0 450844 61135289 0 0 0 3333195 0 0 0 64468484
19 43055704 4263697 5325099 576750 0 0 181870 11065364 58794354 2550011 2434472 229163 0 0 0 460484 61091726 0 0 0 3376758 0 0 0 64468484
20 43198892 4341613 5491749 589427 0 0 194329 10652473 59046348 2437548 2333715 217334 0 0 0 433538 61240625 0 0 0 3227858 0 0 0 64468483
21 54652774 3608330 5175238 345137 0 0 206045 480957 64462924 286 5271 0 0 0 0 0 64468470 0 0 0 11 0 0 0 64468481
22 45381079 3520200 4634633 388952 0 0 131979 10411638 59039077 2447092 2327186 219187 0 0 0 435939 61234300 0 0 0 3234181 0 0 0 64468481
23 44110124 4021484 5309014 532659 0 0 181190 10314010 59180162 2385915 2267777 212229 0 0 0 422398 61320793 0 0 0 3147688 0 0 0 64468481
24 45230110 3785886 4570739 474382 0 0 137342 10270021 59133383 2401422 2294093 213777 0 0 0 425805 61293514 0 0 0 3174966 0 0 0 64468480
25 44358244 4230104 5447344 552613 0 0 191471 9688704 59568322 2212174 2109847 193197 0 0 0 384940 61521602 0 0 0 2946878 0 0 0 64468480
26 44356800 4188154 5386521 543358 0 0 188096 9805550 59492914 2244158 2143350 196663 0 0 0 391394 61489992 0 0 0 2978487 0 0 0 64468479
27 42027177 4307784 5457715 597148 0 0 188254 11890400 58320790 2751711 2636015 251593 0 0 0 508369 60892438 0 0 0 3576040 0 0 0 64468478
28 43159025 4378163 5608912 603847 0 0 202480 10516050 59107465 2414608 2301753 214966 0 0 0 429685 61292842 0 0 0 3175635 0 0 0 64468477
29 44250346 4307030 5531278 572860 0 0 197929 9609034 59600004 2200567 2090944 192924 0 0 0 384038 61586354 0 0 0 2882123 0 0 0 64468477
30 43486504 4310053 5655836 580264 0 0 204937 10230883 59292242 2335491 2224008 205983 0 0 0 410753 61388023 0 0 0 3080454 0 0 0 64468477
31 54781380 3536667 5155412 331570 0 0 203677 459770 64463550 293 4632 0 0 0 0 1 64468459 0 0 0 17 0 0 0 64468476
32 57867147 2381442 3756628 125127 0 0 120583 217548 64463360 238 4877 0 0 0 0 0 64468454 0 0 0 21 0 0 0 64468475
33 58671294 1997894 3408984 99048 0 0 104371 186884 64463055 244 5176 0 0 0 0 0 64468464 0 0 0 11 0 0 0 64468475
34 61155265 1169395 2043057 24352 0 0 43027 33379 64463430 240 4803 1 0 0 0 1 64468464 0 0 0 11 0 0 0 64468475
35 61518699 1018768 1849522 19305 0 0 35801 26381 64463774 213 4488 0 0 0 0 1 64468460 0 0 0 16 0 0 0 64468476
