0 165379547 8127598 10575965 938808 0 0 132117 34813927 202240165 8040359 7670076 681810 0 0 0 1335552 219967962 0 0 0 0 0 0 0 219967962
1 157747181 11013393 14029114 1465125 0 0 282470 35430630 202185335 8077177 7670870 685626 0 0 0 1348905 219967913 0 0 0 0 0 0 0 219967913
2 154865660 12155898 14815849 1620352 0 0 312506 36197601 201858648 8216903 7810740 702143 0 0 0 1379432 219967866 0 0 0 0 0 0 0 219967866
3 147690730 14169481 18091805 2022974 0 0 476651 37516186 201630892 8304091 7934967 704864 0 0 0 1393013 219967827 0 0 0 0 0 0 0 219967827
4 150087718 14295185 18206833 1984497 0 0 493048 34900515 203035715 7704335 7319590 642933 0 0 0 1265223 219967796 0 0 0 0 0 0 0 219967796
5 150289038 14253534 18076075 1956610 0 0 490958 34901533 203019655 7706844 7330198 646576 0 0 0 1264475 219967748 0 0 0 0 0 0 0 219967748
6 150188532 14321342 18088438 1969411 0 0 495923 34904048 202969147 7733482 7342693 648498 0 0 0 1273874 219967694 0 0 0 0 0 0 0 219967694
7 152218157 14183077 17871663 1907977 0 0 488618 33298152 203769485 7388292 6990145 614597 0 0 0 1205125 219967644 0 0 0 0 0 0 0 219967644
8 149094819 14337718 17889440 1958435 0 0 483138 36204046 202219839 8082499 7638402 681593 0 0 0 1345263 219967596 0 0 0 0 0 0 0 219967596
9 149637035 14540262 18294595 1997491 0 0 506566 34991602 202973269 7743780 7330781 646440 0 0 0 1273281 219967551 0 0 0 0 0 0 0 219967551
10 149718439 14527804 18296803 1986042 0 0 506259 34932144 203007208 7718796 7327970 646510 0 0 0 1267007 219967491 0 0 0 0 0 0 0 219967491
11 149529992 14670500 18851900 2028558 0 0 538138 34348355 203349303 7572290 7182461 630467 0 0 0 1232922 219967443 0 0 0 0 0 0 0 219967443
12 147950565 14721052 19006489 2071555 0 0 542679 35675043 202572538 7916919 7498450 667987 0 0 0 1311489 219967383 0 0 0 0 0 0 0 219967383
13 146609757 14935167 19450772 2134491 0 0 562503 36274644 202283813 8064480 7599099 681410 0 0 0 1338532 219967334 0 0 0 0 0 0 0 219967334
14 145237103 15150039 19735749 2190464 0 0 576083 37077838 201875403 8248378 7771554 695079 0 0 0 1376862 219967276 0 0 0 0 0 0 0 219967276
15 145474164 15351230 20192674 2227630 0 0 601555 36119973 202502468 7963742 7518542 668332 0 0 0 1314142 219967226 0 0 0 0 0 0 0 219967226
16 145351186 15413426 20298131 2236788 0 0 607713 36059934 202554104 7945849 7493743 664440 0 0 0 1309042 219967178 0 0 0 0 0 0 0 219967178
17 145228858 15439473 20498335 2242765 0 0 619926 35937762 202623345 7925061 7452669 663533 0 0 0 1302511 219967119 0 0 0 0 0 0 0 219967119
18 144970378 15437309 20427331 2249872 0 0 618140 36264048 202375582 8032185 7551815 678043 0 0 0 1329453 219967078 0 0 0 0 0 0 0 219967078
19 144625808 15496998 20502043 2262676 0 0 620985 36458525 202263093 8090437 7593300 680084 0 0 0 1340121 219967035 0 0 0 0 0 0 0 219967035
20 142990385 15632597 20511920 2300898 0 0 617143 37914042 201499550 8432643 7907539 715047 0 0 0 1412206 219966985 0 0 0 0 0 0 0 219966985
21 141445013 15828639 20744775 2379888 0 0 630370 38938260 201061417 8611923 8117160 732266 0 0 0 1444179 219966945 0 0 0 0 0 0 0 219966945
22 139996102 16016476 20913247 2439114 0 0 639772 39962174 200551409 8832861 8337032 755002 0 0 0 1490581 219966885 0 0 0 0 0 0 0 219966885
23 142530194 16080101 21273141 2422439 0 0 667603 36993352 202176131 8120145 7645787 683849 0 0 0 1340918 219966830 0 0 0 0 0 0 0 219966830
24 143537837 15924133 21144680 2356936 0 0 661629 36341567 202410647 8027384 7527578 675060 0 0 0 1326113 219966782 0 0 0 0 0 0 0 219966782
25 143789795 15850639 21177533 2337351 0 0 662735 36148689 202507039 7988378 7483633 672143 0 0 0 1315549 219966742 0 0 0 0 0 0 0 219966742
26 143348580 15749490 20825214 2318780 0 0 639937 37084684 201980987 8216256 7708451 694468 0 0 0 1366523 219966685 0 0 0 0 0 0 0 219966685
27 143515295 15792488 20874779 2329494 0 0 640022 36814556 202202415 8108215 7637182 679805 0 0 0 1339017 219966634 0 0 0 0 0 0 0 219966634
28 144313496 15757048 20848790 2296999 0 0 640381 36109857 202581355 7949548 7465750 665379 0 0 0 1304539 219966571 0 0 0 0 0 0 0 219966571
29 143891037 15721380 20946446 2307546 0 0 646549 36453550 202399921 8032508 7542911 674003 0 0 0 1317165 219966508 0 0 0 0 0 0 0 219966508
30 144106155 15701075 20919711 2305170 0 0 646838 36287489 202421739 8030161 7518566 673369 0 0 0 1322603 219966438 0 0 0 0 0 0 0 219966438
31 182310480 13511601 20225153 1381530 0 0 674773 1862840 219940377 1405 24481 30 0 0 0 84 219966377 0 0 0 0 0 0 0 219966377
32 192250848 9869327 15746790 624809 0 0 450015 1024505 219941013 1363 23818 28 0 0 0 72 219966294 0 0 0 0 0 0 0 219966294
33 195749557 8302428 14198926 486243 0 0 388022 841023 219942315 1339 22458 23 0 0 0 64 219966199 0 0 0 0 0 0 0 219966199
34 204768245 5295933 9330344 165486 0 0 182878 223184 219941366 1284 23306 35 0 0 0 79 219966070 0 0 0 0 0 0 0 219966070
35 206143298 4728992 8608673 140169 0 0 157340 187438 219942308 1246 22219 40 0 0 0 97 219965910 0 0 0 0 0 0 0 219965910
36 207238494 4296853 8002470 124719 0 0 137543 165664 219939989 1305 24336 30 0 0 0 83 219965743 0 0 0 0 0 0 0 219965743
37 208172748 3928673 7483566 111678 0 0 121929 146966 219941362 1123 22977 29 0 0 0 69 219965560 0 0 0 0 0 0 0 219965560
38 209360729 3531783 6804131 66017 0 0 104888 97768 219962211 1095 1895 36 0 0 0 79 219965316 0 0 0 0 0 0 0 219965316
39 210217574 3202951 6318070 53738 0 0 91932 80806 219961646 1291 2026 35 0 0 0 73 219965071 0 0 0 0 0 0 0 219965071
40 155596665 8825441 10898306 1081979 0 0 124297 43438086 197742735 10061716 9518329 884322 0 0 0 1757672 219964774 0 0 0 0 0 0 0 219964774
41 148612017 12170305 15026078 1761576 0 0 321322 42073154 198859718 9571984 9044814 833426 0 0 0 1654510 219964452 0 0 0 0 0 0 0 219964452
42 144895522 13404377 15887422 1947150 0 0 356313 43473311 198085959 9932225 9334246 875134 0 0 0 1736531 219964095 0 0 0 0 0 0 0 219964095
43 137982919 15652806 19848484 2456933 0 0 577214 43445343 198651752 9688541 9096128 845584 0 0 0 1681694 219963699 0 0 0 0 0 0 0 219963699
44 137319954 15847797 19801538 2474171 0 0 578676 43941150 198375146 9793006 9225708 857844 0 0 0 1711582 219963286 0 0 0 0 0 0 0 219963286
45 136487395 16147362 20086256 2536701 0 0 599057 44106020 198417762 9758015 9237228 852537 0 0 0 1697249 219962791 0 0 0 0 0 0 0 219962791
46 136663726 16255732 20139022 2553619 0 0 607017 43743177 198657167 9649251 9148646 837940 0 0 0 1669289 219962293 0 0 0 0 0 0 0 219962293
47 133467196 16461550 20351087 2643635 0 0 619849 46418459 197226242 10272788 9738669 910271 0 0 0 1813806 219961776 0 0 0 0 0 0 0 219961776
48 136628717 16705646 20846483 2663145 0 0 657568 42459654 199314007 9369149 8850997 812693 0 0 0 1614367 219961213 0 0 0 0 0 0 0 219961213
49 134669399 16646524 20751795 2657441 0 0 647547 44587955 198120077 9898412 9340555 868350 0 0 0 1733267 219960661 0 0 0 0 0 0 0 219960661
50 134578362 16953813 21371251 2745768 0 0 685883 43625024 198749694 9611164 9090221 839865 0 0 0 1669157 219960101 0 0 0 0 0 0 0 219960101
51 135418225 16855732 21322005 2710712 0 0 680536 42972410 199132893 9422795 8961434 817810 0 0 0 1624688 219959620 0 0 0 0 0 0 0 219959620
52 134011647 16999807 21796843 2775838 0 0 708624 43666348 198820696 9564910 9087432 831895 0 0 0 1654174 219959107 0 0 0 0 0 0 0 219959107
53 132815612 17050078 22141051 2829230 0 0 730847 44391814 198448524 9753027 9219754 849425 0 0 0 1687902 219958632 0 0 0 0 0 0 0 219958632
54 132270278 17191387 22486002 2884539 0 0 751046 44374894 198379799 9799411 9218048 857054 0 0 0 1703834 219958146 0 0 0 0 0 0 0 219958146
55 130905110 17357821 22834199 2951665 0 0 770383 45138510 197996621 9973515 9367541 876736 0 0 0 1743275 219957688 0 0 0 0 0 0 0 219957688
56 131634964 17568251 23128624 2973787 0 0 788411 43863216 198724122 9665034 9059652 841451 0 0 0 1666994 219957253 0 0 0 0 0 0 0 219957253
57 133923982 17527626 23224457 2903576 0 0 794202 41583024 200016501 9073320 8546053 779483 0 0 0 1541510 219956867 0 0 0 0 0 0 0 219956867
58 134898464 17375040 23117164 2850840 0 0 789590 40925362 200374941 8894322 8423127 761714 0 0 0 1502356 219956460 0 0 0 0 0 0 0 219956460
59 133586774 17211240 22909788 2838118 0 0 777351 42632809 199405089 9346277 8803684 806902 0 0 0 1594128 219956080 0 0 0 0 0 0 0 219956080
60 134495813 17206601 22888775 2818537 0 0 773365 41772581 199752190 9202740 8636199 794125 0 0 0 1570418 219955672 0 0 0 0 0 0 0 219955672
61 136089812 17113436 22839583 2780981 0 0 770666 40360815 200500220 8877547 8323771 759030 0 0 0 1494725 219955293 0 0 0 0 0 0 0 219955293
62 136537673 17093990 22792611 2739976 0 0 764062 40026574 200674188 8804997 8245452 749526 0 0 0 1480723 219954886 0 0 0 0 0 0 0 219954886
63 135678433 17000139 22627202 2734971 0 0 754838 41158916 200119490 9032438 8500122 773856 0 0 0 1528593 219954499 0 0 0 0 0 0 0 219954499
64 133838554 17055574 22543869 2786656 0 0 745220 42984192 199147303 9454679 8914920 818530 0 0 0 1618633 219954065 0 0 0 0 0 0 0 219954065
65 134252259 17138354 22783203 2822093 0 0 760971 42196726 199584318 9259292 8729993 799620 0 0 0 1580383 219953606 0 0 0 0 0 0 0 219953606
66 134001588 17172581 22842312 2833165 0 0 765477 42337997 199441060 9340879 8762822 810593 0 0 0 1597766 219953120 0 0 0 0 0 0 0 219953120
67 135334550 17222870 23062617 2820034 0 0 782516 40730058 200323341 8942317 8405877 766814 0 0 0 1514296 219952645 0 0 0 0 0 0 0 219952645
68 135564292 17118149 22769736 2760870 0 0 759112 40979973 200135277 9038135 8469091 775774 0 0 0 1533855 219952132 0 0 0 0 0 0 0 219952132
69 137835128 17031129 22798176 2712793 0 0 763687 38810738 201379233 8458553 7987669 715984 0 0 0 1410212 219951651 0 0 0 0 0 0 0 219951651
70 136588114 16823677 22371630 2667622 0 0 733313 40766735 200290905 8948919 8439702 763587 0 0 0 1507978 219951091 0 0 0 0 0 0 0 219951091
71 144726471 16651962 22665891 2515718 0 0 762732 32627765 204590072 7025347 6637454 576820 0 0 0 1120846 219950539 0 0 0 0 0 0 0 219950539
72 146199222 15927655 21611421 2296713 0 0 692443 33222522 204056716 7278573 6838508 601799 0 0 0 1174380 219949976 0 0 0 0 0 0 0 219949976
73 145644010 15826343 21616919 2308127 0 0 694877 33859183 203730149 7402511 6997681 615893 0 0 0 1203225 219949459 0 0 0 0 0 0 0 219949459
74 147077368 15457683 20775683 2200769 0 0 638659 33798800 203648951 7463833 7005324 619448 0 0 0 1211406 219948962 0 0 0 0 0 0 0 219948962
75 144887452 15532833 20795192 2258021 0 0 635201 35839767 202652511 7896497 7445707 660891 0 0 0 1292860 219948466 0 0 0 0 0 0 0 219948466
76 147636238 15546360 20971513 2219672 0 0 650335 32923935 204210468 7208561 6780580 592271 0 0 0 1156173 219948053 0 0 0 0 0 0 0 219948053
